Name, NSSDC,LaunchLoc,LaunchCountry,LaunchDate,URL
Cosmos 1637,1985-023C,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023C
Cosmos 1638,1985-023D,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023D
Cosmos 1639,1985-023E,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023E
Cosmos 1640,1985-023F,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023F
Cosmos 1641,1985-023G,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023G
Cosmos 1642,1985-023H,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023H
Ekran 14,1985-024A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/22/85,/nmc/spacecraftDisplay.do?id=1985-024A
Cosmos 1643,1985-026A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/25/85,/nmc/spacecraftDisplay.do?id=1985-026A
ISPM/NASA,ISPNASA,Cape Canaveral, United States,3/27/85,/nmc/spacecraftDisplay.do?id=ISPNASA
INTELSAT 5 F-10,1985-025A,Cape Canaveral, United States,3/28/85,/nmc/spacecraftDisplay.do?id=1985-025A
Cosmos 1644,1985-027A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/3/85,/nmc/spacecraftDisplay.do?id=1985-027A
Leasat F3,1985-028C,Cape Canaveral, United States,4/12/85,/nmc/spacecraftDisplay.do?id=1985-028C
STS  51D,1985-028A,Cape Canaveral, United States,4/12/85,/nmc/spacecraftDisplay.do?id=1985-028A
Telesat-I,1985-028B,Cape Canaveral, United States,4/13/85,/nmc/spacecraftDisplay.do?id=1985-028B
Foton  1,1985-029A,Plesetsk, U.S.S.R,4/16/85,/nmc/spacecraftDisplay.do?id=1985-029A
Cosmos 1646,1985-030A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/18/85,/nmc/spacecraftDisplay.do?id=1985-030A
Cosmos 1647,1985-031A,Plesetsk, U.S.S.R,4/19/85,/nmc/spacecraftDisplay.do?id=1985-031A
Cosmos 1648,1985-032A,Plesetsk, U.S.S.R,4/25/85,/nmc/spacecraftDisplay.do?id=1985-032A
Prognoz 10,1985-033A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/26/85,/nmc/spacecraftDisplay.do?id=1985-033A
NUSAT 1,1985-034B,Cape Canaveral, United States,4/29/85,/nmc/spacecraftDisplay.do?id=1985-034B
STS  51B/Spacelab 3,1985-034A,Cape Canaveral, United States,4/29/85,/nmc/spacecraftDisplay.do?id=1985-034A
GSTAR 1,1985-035A,Kourou, French Guiana,5/8/85,/nmc/spacecraftDisplay.do?id=1985-035A
TELECOM 1B,1985-035B,Kourou, French Guiana,5/8/85,/nmc/spacecraftDisplay.do?id=1985-035B
Cosmos 1649,1985-036A,Plesetsk, U.S.S.R,5/15/85,/nmc/spacecraftDisplay.do?id=1985-036A
Cosmos 1650,1985-037A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/17/85,/nmc/spacecraftDisplay.do?id=1985-037A
Cosmos 1651,1985-037B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/17/85,/nmc/spacecraftDisplay.do?id=1985-037B
Cosmos 1652,1985-037C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/17/85,/nmc/spacecraftDisplay.do?id=1985-037C
Cosmos 1653,1985-038A,Plesetsk, U.S.S.R,5/22/85,/nmc/spacecraftDisplay.do?id=1985-038A
Cosmos 1654,1985-039A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/23/85,/nmc/spacecraftDisplay.do?id=1985-039A
Molniya 3-24,1985-040A,Plesetsk, U.S.S.R,5/29/85,/nmc/spacecraftDisplay.do?id=1985-040A
Cosmos 1655,1985-041A,Plesetsk, U.S.S.R,5/30/85,/nmc/spacecraftDisplay.do?id=1985-041A
Cosmos 1656,1985-042A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/30/85,/nmc/spacecraftDisplay.do?id=1985-042A
Soyuz-T 13,1985-043A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/6/85,/nmc/spacecraftDisplay.do?id=1985-043A
Cosmos 1657,1985-044A,Plesetsk, U.S.S.R,6/7/85,/nmc/spacecraftDisplay.do?id=1985-044A
Cosmos 1658,1985-045A,Plesetsk, U.S.S.R,6/11/85,/nmc/spacecraftDisplay.do?id=1985-045A
Cosmos 1659,1985-046A,Plesetsk, U.S.S.R,6/13/85,/nmc/spacecraftDisplay.do?id=1985-046A
Cosmos 1660,1985-047A,Plesetsk, U.S.S.R,6/14/85,/nmc/spacecraftDisplay.do?id=1985-047A
Arabsat 1B,1985-048C,Cape Canaveral, United States,6/17/85,/nmc/spacecraftDisplay.do?id=1985-048C
Morelos-A,1985-048B,Cape Canaveral, United States,6/17/85,/nmc/spacecraftDisplay.do?id=1985-048B
Spartan-A,1985-048E,Cape Canaveral, United States,6/17/85,/nmc/spacecraftDisplay.do?id=1985-048E
STS  51G,1985-048A,Cape Canaveral, United States,6/17/85,/nmc/spacecraftDisplay.do?id=1985-048A
Telstar 3D,1985-048D,Cape Canaveral, United States,6/17/85,/nmc/spacecraftDisplay.do?id=1985-048D
Cosmos 1661,1985-049A,Plesetsk, U.S.S.R,6/18/85,/nmc/spacecraftDisplay.do?id=1985-049A
Cosmos 1662,1985-050A,Plesetsk, U.S.S.R,6/19/85,/nmc/spacecraftDisplay.do?id=1985-050A
Cosmos 1663,1985-052A,Plesetsk, U.S.S.R,6/21/85,/nmc/spacecraftDisplay.do?id=1985-052A
Progress 24,1985-051A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/21/85,/nmc/spacecraftDisplay.do?id=1985-051A
Unknown,1985-053A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/21/85,/nmc/spacecraftDisplay.do?id=1985-053A
Cosmos 1664,1985-054A,Plesetsk, U.S.S.R,6/26/85,/nmc/spacecraftDisplay.do?id=1985-054A
INTELSAT 5A F-11,1985-055A,Cape Canaveral, United States,6/30/85,/nmc/spacecraftDisplay.do?id=1985-055A
Giotto,1985-056A,Kourou, French Guiana,7/2/85,/nmc/spacecraftDisplay.do?id=1985-056A
Cosmos 1665,1985-057A,Plesetsk, U.S.S.R,7/3/85,/nmc/spacecraftDisplay.do?id=1985-057A
Cosmos 1666,1985-058A,Plesetsk, U.S.S.R,7/8/85,/nmc/spacecraftDisplay.do?id=1985-058A
Bion  7,1985-059A,Plesetsk, U.S.S.R,7/10/85,/nmc/spacecraftDisplay.do?id=1985-059A
Cosmos 1668,1985-060A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/15/85,/nmc/spacecraftDisplay.do?id=1985-060A
Cosmos 1669,1985-062A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/17/85,/nmc/spacecraftDisplay.do?id=1985-062A
Molniya 3-25,1985-061A,Plesetsk, U.S.S.R,7/17/85,/nmc/spacecraftDisplay.do?id=1985-061A
Plasma Diagnostic Package (PDP),1985-063B,Cape Canaveral, United States,7/29/85,/nmc/spacecraftDisplay.do?id=1985-063B
STS  51F/Spacelab 2,1985-063A,Cape Canaveral, United States,7/29/85,/nmc/spacecraftDisplay.do?id=1985-063A
Cosmos 1670,1985-064A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/1/85,/nmc/spacecraftDisplay.do?id=1985-064A
MSL 2,MSL-2,,,8/1/85,/nmc/spacecraftDisplay.do?id=MSL-2
Cosmos 1671,1985-065A,Plesetsk, U.S.S.R,8/2/85,/nmc/spacecraftDisplay.do?id=1985-065A
Transit-O 24,1985-066A,Vandenberg AFB, United States,8/3/85,/nmc/spacecraftDisplay.do?id=1985-066A
Transit-O 30,1985-066B,Vandenberg AFB, United States,8/3/85,/nmc/spacecraftDisplay.do?id=1985-066B
Cosmos 1672,1985-067A,Plesetsk, U.S.S.R,8/7/85,/nmc/spacecraftDisplay.do?id=1985-067A
Cosmos 1673,1985-068A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/8/85,/nmc/spacecraftDisplay.do?id=1985-068A
Cosmos 1674,1985-069A,Plesetsk, U.S.S.R,8/8/85,/nmc/spacecraftDisplay.do?id=1985-069A
Raduga 16,1985-070A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/8/85,/nmc/spacecraftDisplay.do?id=1985-070A
Cosmos 1675,1985-071A,Plesetsk, U.S.S.R,8/12/85,/nmc/spacecraftDisplay.do?id=1985-071A
Cosmos 1676,1985-072A,Plesetsk, U.S.S.R,8/16/85,/nmc/spacecraftDisplay.do?id=1985-072A
Suisei,1985-073A,Uchinoura Space Center, Japan,8/18/85,/nmc/spacecraftDisplay.do?id=1985-073A
Molniya 1-64,1985-074A,Plesetsk, U.S.S.R,8/22/85,/nmc/spacecraftDisplay.do?id=1985-074A
Cosmos 1677,1985-075A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/23/85,/nmc/spacecraftDisplay.do?id=1985-075A
STS  51I,1985-076A,Cape Canaveral, United States,8/27/85,/nmc/spacecraftDisplay.do?id=1985-076A
ASC 1,1985-076C,Cape Canaveral, United States,8/29/85,/nmc/spacecraftDisplay.do?id=1985-076C
AUSSAT A1,1985-076B,Cape Canaveral, United States,8/29/85,/nmc/spacecraftDisplay.do?id=1985-076B
Cosmos 1678,1985-077A,Plesetsk, U.S.S.R,8/29/85,/nmc/spacecraftDisplay.do?id=1985-077A
Cosmos 1679,1985-078A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/29/85,/nmc/spacecraftDisplay.do?id=1985-078A
Leasat F4,1985-076D,Cape Canaveral, United States,8/29/85,/nmc/spacecraftDisplay.do?id=1985-076D
Cosmos 1680,1985-079A,Plesetsk, U.S.S.R,9/4/85,/nmc/spacecraftDisplay.do?id=1985-079A
Cosmos 1681,1985-080A,Plesetsk, U.S.S.R,9/6/85,/nmc/spacecraftDisplay.do?id=1985-080A
Cosmos 1682,1985-082A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/17/85,/nmc/spacecraftDisplay.do?id=1985-082A
Soyuz-T 14,1985-081A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/17/85,/nmc/spacecraftDisplay.do?id=1985-081A
Cosmos 1683,1985-083A,Plesetsk, U.S.S.R,9/19/85,/nmc/spacecraftDisplay.do?id=1985-083A
Cosmos 1684,1985-084A,Plesetsk, U.S.S.R,9/24/85,/nmc/spacecraftDisplay.do?id=1985-084A
Cosmos 1685,1985-085A,Plesetsk, U.S.S.R,9/27/85,/nmc/spacecraftDisplay.do?id=1985-085A
Cosmos 1686,1985-086A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/27/85,/nmc/spacecraftDisplay.do?id=1985-086A
INTELSAT 5A F-12,1985-087A,Cape Canaveral, United States,9/29/85,/nmc/spacecraftDisplay.do?id=1985-087A
Cosmos 1687,1985-088A,Plesetsk, U.S.S.R,9/30/85,/nmc/spacecraftDisplay.do?id=1985-088A
MSL 1,MSL-1,,,10/1/85,/nmc/spacecraftDisplay.do?id=MSL-1
Cosmos 1688,1985-089A,Kapustin Yar, U.S.S.R,10/2/85,/nmc/spacecraftDisplay.do?id=1985-089A
Cosmos 1689,1985-090A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/3/85,/nmc/spacecraftDisplay.do?id=1985-090A
DSCS III-03,1985-092B,Cape Canaveral, United States,10/3/85,/nmc/spacecraftDisplay.do?id=1985-092B
DSCS III-04,1985-092C,Cape Canaveral, United States,10/3/85,/nmc/spacecraftDisplay.do?id=1985-092C
Molniya 3-26,1985-091A,Plesetsk, U.S.S.R,10/3/85,/nmc/spacecraftDisplay.do?id=1985-091A
STS  51J,1985-092A,Cape Canaveral, United States,10/3/85,/nmc/spacecraftDisplay.do?id=1985-092A
Cosmos 1690,1985-094A,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094A
Cosmos 1691,1985-094B,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094B
Cosmos 1692,1985-094C,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094C
Cosmos 1693,1985-094D,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094D
Cosmos 1694,1985-094E,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094E
Cosmos 1695,1985-094F,Plesetsk, U.S.S.R,10/9/85,/nmc/spacecraftDisplay.do?id=1985-094F
Navstar 11,1985-093A,Vandenberg AFB, United States,10/9/85,/nmc/spacecraftDisplay.do?id=1985-093A
Cosmos 1696,1985-095A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/16/85,/nmc/spacecraftDisplay.do?id=1985-095A
PRC 17,1985-096A,Jiuquan, Peoples Republic of China,10/21/85,/nmc/spacecraftDisplay.do?id=1985-096A
Cosmos 1697,1985-097A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/22/85,/nmc/spacecraftDisplay.do?id=1985-097A
Cosmos 1698,1985-098A,Plesetsk, U.S.S.R,10/22/85,/nmc/spacecraftDisplay.do?id=1985-098A
Molniya 1-65,1985-099A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/23/85,/nmc/spacecraftDisplay.do?id=1985-099A
Meteor 3-1,1985-100A,Plesetsk, U.S.S.R,10/24/85,/nmc/spacecraftDisplay.do?id=1985-100A
Cosmos 1699,1985-101A,Plesetsk, U.S.S.R,10/25/85,/nmc/spacecraftDisplay.do?id=1985-101A
Cosmos 1700,1985-102A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/25/85,/nmc/spacecraftDisplay.do?id=1985-102A
Molniya 1-66,1985-103A,Plesetsk, U.S.S.R,10/28/85,/nmc/spacecraftDisplay.do?id=1985-103A
GLOMR,1985-104B,Cape Canaveral, United States,10/30/85,/nmc/spacecraftDisplay.do?id=1985-104B
STS  61A/Spacelab D1,1985-104A,Cape Canaveral, United States,10/30/85,/nmc/spacecraftDisplay.do?id=1985-104A
EOM-A,EOM-A,Cape Canaveral, United States,11/1/85,/nmc/spacecraftDisplay.do?id=EOM-A
Cosmos 1701,1985-105A,Plesetsk, U.S.S.R,11/9/85,/nmc/spacecraftDisplay.do?id=1985-105A
Cosmos 1702,1985-106A,Plesetsk, U.S.S.R,11/13/85,/nmc/spacecraftDisplay.do?id=1985-106A
Raduga 17,1985-107A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/15/85,/nmc/spacecraftDisplay.do?id=1985-107A
Cosmos 1703,1985-108A,Plesetsk, U.S.S.R,11/22/85,/nmc/spacecraftDisplay.do?id=1985-108A
AUSSAT A2,1985-109C,Cape Canaveral, United States,11/27/85,/nmc/spacecraftDisplay.do?id=1985-109C
Morelos-B,1985-109B,Cape Canaveral, United States,11/27/85,/nmc/spacecraftDisplay.do?id=1985-109B
STS  61B,1985-109A,Cape Canaveral, United States,11/27/85,/nmc/spacecraftDisplay.do?id=1985-109A
Cosmos 1704,1985-110A,Plesetsk, U.S.S.R,11/28/85,/nmc/spacecraftDisplay.do?id=1985-110A
SATCOM KU-2,1985-109D,Cape Canaveral, United States,11/28/85,/nmc/spacecraftDisplay.do?id=1985-109D
OEX Target,1985-109E,Cape Canaveral, United States,11/30/85,/nmc/spacecraftDisplay.do?id=1985-109E
Cosmos 1705,1985-111A,Plesetsk, U.S.S.R,12/3/85,/nmc/spacecraftDisplay.do?id=1985-111A
Cosmos 1706,1985-112A,Plesetsk, U.S.S.R,12/11/85,/nmc/spacecraftDisplay.do?id=1985-112A
Cosmos 1707,1985-113A,Plesetsk, U.S.S.R,12/12/85,/nmc/spacecraftDisplay.do?id=1985-113A
Cosmos 1708,1985-115A,Plesetsk, U.S.S.R,12/13/85,/nmc/spacecraftDisplay.do?id=1985-115A
USA  13,1985-114A,Wallops Island, United States,12/13/85,/nmc/spacecraftDisplay.do?id=1985-114A
USA  14,1985-114B,Wallops Island, United States,12/13/85,/nmc/spacecraftDisplay.do?id=1985-114B
Cosmos 1709,1985-116A,Plesetsk, U.S.S.R,12/19/85,/nmc/spacecraftDisplay.do?id=1985-116A
Cosmos 1710,1985-118A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/24/85,/nmc/spacecraftDisplay.do?id=1985-118A
Cosmos 1711,1985-118B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/24/85,/nmc/spacecraftDisplay.do?id=1985-118B
Cosmos 1712,1985-118C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/24/85,/nmc/spacecraftDisplay.do?id=1985-118C
Molniya 3-27,1985-117A,Plesetsk, U.S.S.R,12/24/85,/nmc/spacecraftDisplay.do?id=1985-117A
Meteor 2-13,1985-119A,Plesetsk, U.S.S.R,12/26/85,/nmc/spacecraftDisplay.do?id=1985-119A
Cosmos 1713,1985-120A,Plesetsk, U.S.S.R,12/27/85,/nmc/spacecraftDisplay.do?id=1985-120A
Cosmos 1714,1985-121A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/28/85,/nmc/spacecraftDisplay.do?id=1985-121A
Cosmos 1715,1986-001A,Plesetsk, U.S.S.R,1/8/86,/nmc/spacecraftDisplay.do?id=1986-001A
Cosmos 1716,1986-002A,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002A
Cosmos 1717,1986-002B,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002B
Cosmos 1718,1986-002C,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002C
Cosmos 1719,1986-002D,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002D
Cosmos 1720,1986-002E,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002E
Cosmos 1721,1986-002F,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002F
Cosmos 1722,1986-002G,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002G
Cosmos 1723,1986-002H,Plesetsk, U.S.S.R,1/9/86,/nmc/spacecraftDisplay.do?id=1986-002H
SATCOM KU-1,1986-003B,Cape Canaveral, United States,1/12/86,/nmc/spacecraftDisplay.do?id=1986-003B
STS  61C,1986-003A,Cape Canaveral, United States,1/12/86,/nmc/spacecraftDisplay.do?id=1986-003A
Cosmos 1724,1986-004A,Plesetsk, U.S.S.R,1/15/86,/nmc/spacecraftDisplay.do?id=1986-004A
Cosmos 1725,1986-005A,Plesetsk, U.S.S.R,1/17/86,/nmc/spacecraftDisplay.do?id=1986-005A
Cosmos 1726,1986-006A,Plesetsk, U.S.S.R,1/17/86,/nmc/spacecraftDisplay.do?id=1986-006A
Raduga 18,1986-007A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/17/86,/nmc/spacecraftDisplay.do?id=1986-007A
Challenger,CHALNGR,Cape Canaveral, United States,1/28/86,/nmc/spacecraftDisplay.do?id=CHALNGR
Cosmos 1727,1986-008A,Plesetsk, U.S.S.R,1/28/86,/nmc/spacecraftDisplay.do?id=1986-008A
Cosmos 1728,1986-009A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/28/86,/nmc/spacecraftDisplay.do?id=1986-009A
Spartan Halley,SPATN-H,Cape Canaveral, United States,1/28/86,/nmc/spacecraftDisplay.do?id=SPATN-H
TDRS-B,TDRSS-B,Cape Canaveral, United States,1/28/86,/nmc/spacecraftDisplay.do?id=TDRSS-B
Cosmos 1729,1986-011A,Plesetsk, U.S.S.R,2/1/86,/nmc/spacecraftDisplay.do?id=1986-011A
PRC 18,1986-010A,Xichang, Peoples Republic of China,2/1/86,/nmc/spacecraftDisplay.do?id=1986-010A
Cosmos 1730,1986-012A,Plesetsk, U.S.S.R,2/4/86,/nmc/spacecraftDisplay.do?id=1986-012A
Cosmos 1731,1986-013A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/7/86,/nmc/spacecraftDisplay.do?id=1986-013A
NOSS  7,1986-014A,Vandenberg AFB, United States,2/9/86,/nmc/spacecraftDisplay.do?id=1986-014A
USA  16,1986-014E,Vandenberg AFB, United States,2/9/86,/nmc/spacecraftDisplay.do?id=1986-014E
USA  17,1986-014F,Vandenberg AFB, United States,2/9/86,/nmc/spacecraftDisplay.do?id=1986-014F
USA  18,1986-014H,Vandenberg AFB, United States,2/9/86,/nmc/spacecraftDisplay.do?id=1986-014H
Cosmos 1732,1986-015A,Plesetsk, U.S.S.R,2/11/86,/nmc/spacecraftDisplay.do?id=1986-015A
BS-2B,1986-016A,Tanegashima, Japan,2/12/86,/nmc/spacecraftDisplay.do?id=1986-016A
Cosmos 1733,1986-018A,Plesetsk, U.S.S.R,2/19/86,/nmc/spacecraftDisplay.do?id=1986-018A
Mir,1986-017A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/19/86,/nmc/spacecraftDisplay.do?id=1986-017A
SPOT 1,1986-019A,Kourou, French Guiana,2/22/86,/nmc/spacecraftDisplay.do?id=1986-019A
Viking Sweden,1986-019B,Kourou, French Guiana,2/22/86,/nmc/spacecraftDisplay.do?id=1986-019B
Cosmos 1734,1986-020A,Plesetsk, U.S.S.R,2/26/86,/nmc/spacecraftDisplay.do?id=1986-020A
Cosmos 1735,1986-021A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/27/86,/nmc/spacecraftDisplay.do?id=1986-021A
Soyuz-T 15,1986-022A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/13/86,/nmc/spacecraftDisplay.do?id=1986-022A
Progress 25,1986-023A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/19/86,/nmc/spacecraftDisplay.do?id=1986-023A
Cosmos 1736,1986-024A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/21/86,/nmc/spacecraftDisplay.do?id=1986-024A
Cosmos 1737,1986-025A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/21/86,/nmc/spacecraftDisplay.do?id=1986-025A
Brazilsat 2,1986-026B,Kourou, French Guiana,3/28/86,/nmc/spacecraftDisplay.do?id=1986-026B
GSTAR 2,1986-026A,Kourou, French Guiana,3/28/86,/nmc/spacecraftDisplay.do?id=1986-026A
Cosmos 1738,1986-027A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/4/86,/nmc/spacecraftDisplay.do?id=1986-027A
Cosmos 1739,1986-028A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/9/86,/nmc/spacecraftDisplay.do?id=1986-028A
Cosmos 1740,1986-029A,Plesetsk, U.S.S.R,4/15/86,/nmc/spacecraftDisplay.do?id=1986-029A
Cosmos 1741,1986-030A,Plesetsk, U.S.S.R,4/18/86,/nmc/spacecraftDisplay.do?id=1986-030A
Molniya 3-28,1986-031A,Plesetsk, U.S.S.R,4/18/86,/nmc/spacecraftDisplay.do?id=1986-031A
Progress 26,1986-032A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/23/86,/nmc/spacecraftDisplay.do?id=1986-032A
GOES-G,GOES-G,Cape Canaveral, United States,5/3/86,/nmc/spacecraftDisplay.do?id=GOES-G
Cosmos 1742,1986-033A,Plesetsk, U.S.S.R,5/14/86,/nmc/spacecraftDisplay.do?id=1986-033A
Cosmos 1743,1986-034A,Plesetsk, U.S.S.R,5/15/86,/nmc/spacecraftDisplay.do?id=1986-034A
Foton  2,1986-036A,Plesetsk, U.S.S.R,5/21/86,/nmc/spacecraftDisplay.do?id=1986-036A
Soyuz-TM,1986-035A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/21/86,/nmc/spacecraftDisplay.do?id=1986-035A
Cosmos 1745,1986-037A,Plesetsk, U.S.S.R,5/23/86,/nmc/spacecraftDisplay.do?id=1986-037A
Ekran 15,1986-038A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/24/86,/nmc/spacecraftDisplay.do?id=1986-038A
Meteor 2-14,1986-039A,Plesetsk, U.S.S.R,5/27/86,/nmc/spacecraftDisplay.do?id=1986-039A
Cosmos 1746,1986-040A,Plesetsk, U.S.S.R,5/28/86,/nmc/spacecraftDisplay.do?id=1986-040A
Cosmos 1747,1986-041A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/29/86,/nmc/spacecraftDisplay.do?id=1986-041A
Cosmos 1748,1986-042A,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042A
Cosmos 1749,1986-042B,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042B
Cosmos 1750,1986-042C,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042C
Cosmos 1751,1986-042D,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042D
Cosmos 1752,1986-042E,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042E
Cosmos 1753,1986-042F,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042F
Cosmos 1754,1986-042G,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042G
Cosmos 1755,1986-042H,Plesetsk, U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-042H
Cosmos 1756,1986-043A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/6/86,/nmc/spacecraftDisplay.do?id=1986-043A
Gorizont 12,1986-044A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/10/86,/nmc/spacecraftDisplay.do?id=1986-044A
Cosmos 1757,1986-045A,Plesetsk, U.S.S.R,6/11/86,/nmc/spacecraftDisplay.do?id=1986-045A
Cosmos 1758,1986-046A,Plesetsk, U.S.S.R,6/12/86,/nmc/spacecraftDisplay.do?id=1986-046A
Cosmos 1759,1986-047A,Plesetsk, U.S.S.R,6/18/86,/nmc/spacecraftDisplay.do?id=1986-047A
Cosmos 1760,1986-048A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/19/86,/nmc/spacecraftDisplay.do?id=1986-048A
Molniya 3-29,1986-049A,Plesetsk, U.S.S.R,6/19/86,/nmc/spacecraftDisplay.do?id=1986-049A
Sunlab-A,SUNLB-A,Cape Canaveral, United States,7/1/86,/nmc/spacecraftDisplay.do?id=SUNLB-A
Cosmos 1761,1986-050A,Plesetsk, U.S.S.R,7/5/86,/nmc/spacecraftDisplay.do?id=1986-050A
Cosmos 1762,1986-051A,Plesetsk, U.S.S.R,7/10/86,/nmc/spacecraftDisplay.do?id=1986-051A
Cosmos 1763,1986-052A,Plesetsk, U.S.S.R,7/16/86,/nmc/spacecraftDisplay.do?id=1986-052A
Cosmos 1764,1986-053A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/17/86,/nmc/spacecraftDisplay.do?id=1986-053A
Cosmos 1765,1986-054A,Plesetsk, U.S.S.R,7/24/86,/nmc/spacecraftDisplay.do?id=1986-054A
Cosmos 1766,1986-055A,Plesetsk, U.S.S.R,7/28/86,/nmc/spacecraftDisplay.do?id=1986-055A
Cosmos 1767,1986-056A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/30/86,/nmc/spacecraftDisplay.do?id=1986-056A
Molniya 1-67,1986-057A,Plesetsk, U.S.S.R,7/30/86,/nmc/spacecraftDisplay.do?id=1986-057A
Cosmos 1768,1986-058A,Plesetsk, U.S.S.R,8/2/86,/nmc/spacecraftDisplay.do?id=1986-058A
Cosmos 1769,1986-059A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/4/86,/nmc/spacecraftDisplay.do?id=1986-059A
