Name, NSSDC,LaunchLoc,LaunchCountry,LaunchDate,URL
Cosmos 1507,1983-110A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/29/83,/nmc/spacecraftDisplay.do?id=1983-110A
Cosmos 1508,1983-111A,Plesetsk, U.S.S.R,11/11/83,/nmc/spacecraftDisplay.do?id=1983-111A
Cosmos 1509,1983-112A,Plesetsk, U.S.S.R,11/17/83,/nmc/spacecraftDisplay.do?id=1983-112A
DMSP 5D-2/F07,1983-113A,Vandenberg AFB, United States,11/18/83,/nmc/spacecraftDisplay.do?id=1983-113A
Molniya 1-59,1983-114A,Plesetsk, U.S.S.R,11/23/83,/nmc/spacecraftDisplay.do?id=1983-114A
Cosmos 1510,1983-115A,Plesetsk, U.S.S.R,11/24/83,/nmc/spacecraftDisplay.do?id=1983-115A
STS   9/Spacelab 1,1983-116A,Cape Canaveral, United States,11/28/83,/nmc/spacecraftDisplay.do?id=1983-116A
Cosmos 1511,1983-117A,Plesetsk, U.S.S.R,11/30/83,/nmc/spacecraftDisplay.do?id=1983-117A
Gorizont  8,1983-118A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/30/83,/nmc/spacecraftDisplay.do?id=1983-118A
Cosmos 1512,1983-119A,Plesetsk, U.S.S.R,12/7/83,/nmc/spacecraftDisplay.do?id=1983-119A
Cosmos 1513,1983-120A,Plesetsk, U.S.S.R,12/8/83,/nmc/spacecraftDisplay.do?id=1983-120A
Bion  6,1983-121A,Plesetsk, U.S.S.R,12/14/83,/nmc/spacecraftDisplay.do?id=1983-121A
Cosmos 1515,1983-122A,Plesetsk, U.S.S.R,12/15/83,/nmc/spacecraftDisplay.do?id=1983-122A
Molniya 3-22,1983-123A,Plesetsk, U.S.S.R,12/21/83,/nmc/spacecraftDisplay.do?id=1983-123A
Cosmos 1516,1983-124A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/27/83,/nmc/spacecraftDisplay.do?id=1983-124A
Cosmos 1517,1983-125A,Kapustin Yar, U.S.S.R,12/27/83,/nmc/spacecraftDisplay.do?id=1983-125A
Cosmos 1518,1983-126A,Plesetsk, U.S.S.R,12/28/83,/nmc/spacecraftDisplay.do?id=1983-126A
Cosmos 1519,1983-127A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/29/83,/nmc/spacecraftDisplay.do?id=1983-127A
Cosmos 1520,1983-127B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/29/83,/nmc/spacecraftDisplay.do?id=1983-127B
Cosmos 1521,1983-127C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/29/83,/nmc/spacecraftDisplay.do?id=1983-127C
Cosmos 1522,1984-001A,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001A
Cosmos 1523,1984-001B,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001B
Cosmos 1524,1984-001C,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001C
Cosmos 1525,1984-001D,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001D
Cosmos 1526,1984-001E,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001E
Cosmos 1527,1984-001F,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001F
Cosmos 1528,1984-001G,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001G
Cosmos 1529,1984-001H,Plesetsk, U.S.S.R,1/5/84,/nmc/spacecraftDisplay.do?id=1984-001H
Cosmos 1530,1984-002A,Plesetsk, U.S.S.R,1/11/84,/nmc/spacecraftDisplay.do?id=1984-002A
Cosmos 1531,1984-003A,Plesetsk, U.S.S.R,1/11/84,/nmc/spacecraftDisplay.do?id=1984-003A
Cosmos 1532,1984-004A,Plesetsk, U.S.S.R,1/13/84,/nmc/spacecraftDisplay.do?id=1984-004A
BS-2A,1984-005A,Tanegashima, Japan,1/23/84,/nmc/spacecraftDisplay.do?id=1984-005A
Cosmos 1533,1984-006A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/26/84,/nmc/spacecraftDisplay.do?id=1984-006A
Cosmos 1534,1984-007A,Plesetsk, U.S.S.R,1/26/84,/nmc/spacecraftDisplay.do?id=1984-007A
PRC 14,1984-008A,Xichang, Peoples Republic of China,1/29/84,/nmc/spacecraftDisplay.do?id=1984-008A
1984-009A,1984-009A,Cape Canaveral, United States,1/31/84,/nmc/spacecraftDisplay.do?id=1984-009A
Cosmos 1535,1984-010A,Plesetsk, U.S.S.R,2/2/84,/nmc/spacecraftDisplay.do?id=1984-010A
IRT,1984-011C,Cape Canaveral, United States,2/3/84,/nmc/spacecraftDisplay.do?id=1984-011C
Palapa-B2,1984-011D,Cape Canaveral, United States,2/3/84,/nmc/spacecraftDisplay.do?id=1984-011D
STS  41B,1984-011A,Cape Canaveral, United States,2/3/84,/nmc/spacecraftDisplay.do?id=1984-011A
Westar 6,1984-011B,Cape Canaveral, United States,2/3/84,/nmc/spacecraftDisplay.do?id=1984-011B
JD1,1984-012C,Vandenberg AFB, United States,2/5/84,/nmc/spacecraftDisplay.do?id=1984-012C
JD2,1984-012D,Vandenberg AFB, United States,2/5/84,/nmc/spacecraftDisplay.do?id=1984-012D
JD3,1984-012F,Vandenberg AFB, United States,2/5/84,/nmc/spacecraftDisplay.do?id=1984-012F
NOSS  6,1984-012A,Vandenberg AFB, United States,2/5/84,/nmc/spacecraftDisplay.do?id=1984-012A
Cosmos 1536,1984-013A,Plesetsk, U.S.S.R,2/8/84,/nmc/spacecraftDisplay.do?id=1984-013A
Soyuz-T 10,1984-014A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/8/84,/nmc/spacecraftDisplay.do?id=1984-014A
Ohzora,1984-015A,Uchinoura Space Center, Japan,2/14/84,/nmc/spacecraftDisplay.do?id=1984-015A
Raduga 14,1984-016A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/15/84,/nmc/spacecraftDisplay.do?id=1984-016A
Cosmos 1537,1984-017A,Plesetsk, U.S.S.R,2/16/84,/nmc/spacecraftDisplay.do?id=1984-017A
Cosmos 1538,1984-019A,Plesetsk, U.S.S.R,2/21/84,/nmc/spacecraftDisplay.do?id=1984-019A
Progress 19,1984-018A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/21/84,/nmc/spacecraftDisplay.do?id=1984-018A
Cosmos 1539,1984-020A,Plesetsk, U.S.S.R,2/28/84,/nmc/spacecraftDisplay.do?id=1984-020A
Landsat 5,1984-021A,Vandenberg AFB, United States,3/1/84,/nmc/spacecraftDisplay.do?id=1984-021A
UOSAT 2,1984-021B,Vandenberg AFB, United States,3/1/84,/nmc/spacecraftDisplay.do?id=1984-021B
Cosmos 1540,1984-022A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/2/84,/nmc/spacecraftDisplay.do?id=1984-022A
INTELSAT 5 F-8,1984-023A,Kourou, French Guiana,3/5/84,/nmc/spacecraftDisplay.do?id=1984-023A
Cosmos 1541,1984-024A,Plesetsk, U.S.S.R,3/6/84,/nmc/spacecraftDisplay.do?id=1984-024A
Cosmos 1542,1984-025A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/7/84,/nmc/spacecraftDisplay.do?id=1984-025A
Cosmos 1543,1984-026A,Plesetsk, U.S.S.R,3/10/84,/nmc/spacecraftDisplay.do?id=1984-026A
Cosmos 1544,1984-027A,Plesetsk, U.S.S.R,3/15/84,/nmc/spacecraftDisplay.do?id=1984-027A
Ekran 12,1984-028A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/16/84,/nmc/spacecraftDisplay.do?id=1984-028A
Molniya 1-60,1984-029A,Plesetsk, U.S.S.R,3/16/84,/nmc/spacecraftDisplay.do?id=1984-029A
Cosmos 1545,1984-030A,Plesetsk, U.S.S.R,3/21/84,/nmc/spacecraftDisplay.do?id=1984-030A
Cosmos 1546,1984-031A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,3/29/84,/nmc/spacecraftDisplay.do?id=1984-031A
Soyuz-T 11,1984-032A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/3/84,/nmc/spacecraftDisplay.do?id=1984-032A
Cosmos 1547,1984-033A,Plesetsk, U.S.S.R,4/5/84,/nmc/spacecraftDisplay.do?id=1984-033A
LDEF 1,1984-034B,Cape Canaveral, United States,4/6/84,/nmc/spacecraftDisplay.do?id=1984-034B
STS  41C,1984-034A,Cape Canaveral, United States,4/6/84,/nmc/spacecraftDisplay.do?id=1984-034A
PRC 15,1984-035A,Xichang, Peoples Republic of China,4/8/84,/nmc/spacecraftDisplay.do?id=1984-035A
Cosmos 1548,1984-036A,Plesetsk, U.S.S.R,4/10/84,/nmc/spacecraftDisplay.do?id=1984-036A
DSP F11,1984-037A,Cape Canaveral, United States,4/14/84,/nmc/spacecraftDisplay.do?id=1984-037A
Progress 20,1984-038A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/15/84,/nmc/spacecraftDisplay.do?id=1984-038A
KH 8-54,1984-039A,Vandenberg AFB, United States,4/17/84,/nmc/spacecraftDisplay.do?id=1984-039A
Cosmos 1549,1984-040A,Plesetsk, U.S.S.R,4/19/84,/nmc/spacecraftDisplay.do?id=1984-040A
Gorizont  9,1984-041A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,4/22/84,/nmc/spacecraftDisplay.do?id=1984-041A
Progress 21,1984-042A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/7/84,/nmc/spacecraftDisplay.do?id=1984-042A
Cosmos 1550,1984-043A,Plesetsk, U.S.S.R,5/11/84,/nmc/spacecraftDisplay.do?id=1984-043A
Cosmos 1551,1984-044A,Plesetsk, U.S.S.R,5/11/84,/nmc/spacecraftDisplay.do?id=1984-044A
Cosmos 1552,1984-045A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/14/84,/nmc/spacecraftDisplay.do?id=1984-045A
Cosmos 1553,1984-046A,Plesetsk, U.S.S.R,5/17/84,/nmc/spacecraftDisplay.do?id=1984-046A
Cosmos 1554,1984-047A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/19/84,/nmc/spacecraftDisplay.do?id=1984-047A
Cosmos 1555,1984-047B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/19/84,/nmc/spacecraftDisplay.do?id=1984-047B
Cosmos 1556,1984-047C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/19/84,/nmc/spacecraftDisplay.do?id=1984-047C
Cosmos 1557,1984-048A,Plesetsk, U.S.S.R,5/22/84,/nmc/spacecraftDisplay.do?id=1984-048A
Spacenet 1,1984-049A,Kourou, French Guiana,5/23/84,/nmc/spacecraftDisplay.do?id=1984-049A
Cosmos 1558,1984-050A,Plesetsk, U.S.S.R,5/25/84,/nmc/spacecraftDisplay.do?id=1984-050A
Cosmos 1559,1984-052A,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052A
Cosmos 1560,1984-052B,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052B
Cosmos 1561,1984-052C,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052C
Cosmos 1562,1984-052D,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052D
Cosmos 1563,1984-052E,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052E
Cosmos 1564,1984-052F,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052F
Cosmos 1565,1984-052G,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052G
Cosmos 1566,1984-052H,Plesetsk, U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-052H
Progress 22,1984-051A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/28/84,/nmc/spacecraftDisplay.do?id=1984-051A
Cosmos 1567,1984-053A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,5/30/84,/nmc/spacecraftDisplay.do?id=1984-053A
Cosmos 1568,1984-054A,Plesetsk, U.S.S.R,6/1/84,/nmc/spacecraftDisplay.do?id=1984-054A
Cosmos 1569,1984-055A,Plesetsk, U.S.S.R,6/6/84,/nmc/spacecraftDisplay.do?id=1984-055A
Cosmos 1570,1984-056A,Plesetsk, U.S.S.R,6/8/84,/nmc/spacecraftDisplay.do?id=1984-056A
INTELSAT 5 F-9,1984-057A,Cape Canaveral, United States,6/9/84,/nmc/spacecraftDisplay.do?id=1984-057A
Cosmos 1571,1984-058A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/11/84,/nmc/spacecraftDisplay.do?id=1984-058A
Navstar  9,1984-059A,Vandenberg AFB, United States,6/13/84,/nmc/spacecraftDisplay.do?id=1984-059A
Cosmos 1572,1984-060A,Plesetsk, U.S.S.R,6/15/84,/nmc/spacecraftDisplay.do?id=1984-060A
Cosmos 1573,1984-061A,Plesetsk, U.S.S.R,6/19/84,/nmc/spacecraftDisplay.do?id=1984-061A
Cosmos 1574,1984-062A,Plesetsk, U.S.S.R,6/21/84,/nmc/spacecraftDisplay.do?id=1984-062A
Cosmos 1575,1984-064A,Plesetsk, U.S.S.R,6/22/84,/nmc/spacecraftDisplay.do?id=1984-064A
Raduga 15,1984-063A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/22/84,/nmc/spacecraftDisplay.do?id=1984-063A
1984-065A,1984-065A,Vandenberg AFB, United States,6/25/84,/nmc/spacecraftDisplay.do?id=1984-065A
1984-065C,1984-065C,Vandenberg AFB, United States,6/25/84,/nmc/spacecraftDisplay.do?id=1984-065C
Cosmos 1576,1984-066A,Plesetsk, U.S.S.R,6/26/84,/nmc/spacecraftDisplay.do?id=1984-066A
Cosmos 1577,1984-067A,Plesetsk, U.S.S.R,6/27/84,/nmc/spacecraftDisplay.do?id=1984-067A
Cosmos 1578,1984-068A,Kapustin Yar, U.S.S.R,6/28/84,/nmc/spacecraftDisplay.do?id=1984-068A
Cosmos 1579,1984-069A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,6/29/84,/nmc/spacecraftDisplay.do?id=1984-069A
Cosmos 1580,1984-070A,Plesetsk, U.S.S.R,6/30/84,/nmc/spacecraftDisplay.do?id=1984-070A
Cosmos 1581,1984-071A,Plesetsk, U.S.S.R,7/3/84,/nmc/spacecraftDisplay.do?id=1984-071A
Meteor 2-11,1984-072A,Plesetsk, U.S.S.R,7/5/84,/nmc/spacecraftDisplay.do?id=1984-072A
Soyuz-T 12,1984-073A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/17/84,/nmc/spacecraftDisplay.do?id=1984-073A
Cosmos 1582,1984-074A,Plesetsk, U.S.S.R,7/19/84,/nmc/spacecraftDisplay.do?id=1984-074A
Cosmos 1583,1984-075A,Plesetsk, U.S.S.R,7/24/84,/nmc/spacecraftDisplay.do?id=1984-075A
Cosmos 1584,1984-076A,Plesetsk, U.S.S.R,7/27/84,/nmc/spacecraftDisplay.do?id=1984-076A
Cosmos 1585,1984-077A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,7/31/84,/nmc/spacecraftDisplay.do?id=1984-077A
Cosmos 1586,1984-079A,Plesetsk, U.S.S.R,8/2/84,/nmc/spacecraftDisplay.do?id=1984-079A
GMS 3,1984-080A,Tanegashima, Japan,8/2/84,/nmc/spacecraftDisplay.do?id=1984-080A
Gorizont 10,1984-078A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/2/84,/nmc/spacecraftDisplay.do?id=1984-078A
EUTELSAT 2,1984-081A,Kourou, French Guiana,8/4/84,/nmc/spacecraftDisplay.do?id=1984-081A
TELECOM 1A,1984-081B,Kourou, French Guiana,8/4/84,/nmc/spacecraftDisplay.do?id=1984-081B
Cosmos 1587,1984-082A,Plesetsk, U.S.S.R,8/6/84,/nmc/spacecraftDisplay.do?id=1984-082A
Cosmos 1588,1984-083A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/7/84,/nmc/spacecraftDisplay.do?id=1984-083A
Cosmos 1589,1984-084A,Plesetsk, U.S.S.R,8/8/84,/nmc/spacecraftDisplay.do?id=1984-084A
Molniya 1-61,1984-085A,Plesetsk, U.S.S.R,8/10/84,/nmc/spacecraftDisplay.do?id=1984-085A
Progress 23,1984-086A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/14/84,/nmc/spacecraftDisplay.do?id=1984-086A
AMPTE/CCE,1984-088A,Cape Canaveral, United States,8/16/84,/nmc/spacecraftDisplay.do?id=1984-088A
AMPTE/IRM,1984-088B,Cape Canaveral, United States,8/16/84,/nmc/spacecraftDisplay.do?id=1984-088B
AMPTE/UKS,1984-088C,Cape Canaveral, United States,8/16/84,/nmc/spacecraftDisplay.do?id=1984-088C
Cosmos 1590,1984-087A,Plesetsk, U.S.S.R,8/16/84,/nmc/spacecraftDisplay.do?id=1984-087A
Ekran 13,1984-090A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,8/24/84,/nmc/spacecraftDisplay.do?id=1984-090A
Molniya 1-62,1984-089A,Plesetsk, U.S.S.R,8/24/84,/nmc/spacecraftDisplay.do?id=1984-089A
SDS F-5A,1984-091A,Vandenberg AFB, United States,8/28/84,/nmc/spacecraftDisplay.do?id=1984-091A
Cosmos 1591,1984-092A,Plesetsk, U.S.S.R,8/30/84,/nmc/spacecraftDisplay.do?id=1984-092A
SBS 4,1984-093B,Cape Canaveral, United States,8/30/84,/nmc/spacecraftDisplay.do?id=1984-093B
STS  41D,1984-093A,Cape Canaveral, United States,8/30/84,/nmc/spacecraftDisplay.do?id=1984-093A
Leasat F1,1984-093C,Cape Canaveral, United States,8/31/84,/nmc/spacecraftDisplay.do?id=1984-093C
Telstar 3C,1984-093D,Cape Canaveral, United States,9/1/84,/nmc/spacecraftDisplay.do?id=1984-093D
Cosmos 1592,1984-094A,Plesetsk, U.S.S.R,9/4/84,/nmc/spacecraftDisplay.do?id=1984-094A
Cosmos 1593,1984-095A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/4/84,/nmc/spacecraftDisplay.do?id=1984-095A
Cosmos 1594,1984-095B,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/4/84,/nmc/spacecraftDisplay.do?id=1984-095B
Cosmos 1595,1984-095C,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/4/84,/nmc/spacecraftDisplay.do?id=1984-095C
Cosmos 1596,1984-096A,Plesetsk, U.S.S.R,9/7/84,/nmc/spacecraftDisplay.do?id=1984-096A
Navstar 10,1984-097A,Vandenberg AFB, United States,9/8/84,/nmc/spacecraftDisplay.do?id=1984-097A
PRC 16,1984-098A,Jiuquan, Peoples Republic of China,9/12/84,/nmc/spacecraftDisplay.do?id=1984-098A
Cosmos 1597,1984-099A,Plesetsk, U.S.S.R,9/13/84,/nmc/spacecraftDisplay.do?id=1984-099A
Cosmos 1598,1984-100A,Plesetsk, U.S.S.R,9/13/84,/nmc/spacecraftDisplay.do?id=1984-100A
Galaxy-C,1984-101A,Cape Canaveral, United States,9/21/84,/nmc/spacecraftDisplay.do?id=1984-101A
Cosmos 1599,1984-102A,Plesetsk, U.S.S.R,9/25/84,/nmc/spacecraftDisplay.do?id=1984-102A
Cosmos 1600,1984-103A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/27/84,/nmc/spacecraftDisplay.do?id=1984-103A
Cosmos 1601,1984-104A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/27/84,/nmc/spacecraftDisplay.do?id=1984-104A
Cosmos 1602,1984-105A,Plesetsk, U.S.S.R,9/28/84,/nmc/spacecraftDisplay.do?id=1984-105A
Cosmos 1603,1984-106A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,9/28/84,/nmc/spacecraftDisplay.do?id=1984-106A
Cosmos 1604,1984-107A,Plesetsk, U.S.S.R,10/4/84,/nmc/spacecraftDisplay.do?id=1984-107A
ERBS,1984-108B,Cape Canaveral, United States,10/5/84,/nmc/spacecraftDisplay.do?id=1984-108B
STS  41G,1984-108A,Cape Canaveral, United States,10/5/84,/nmc/spacecraftDisplay.do?id=1984-108A
Cosmos 1605,1984-109A,Plesetsk, U.S.S.R,10/11/84,/nmc/spacecraftDisplay.do?id=1984-109A
Cosmos 1606,1984-111A,Plesetsk, U.S.S.R,10/11/84,/nmc/spacecraftDisplay.do?id=1984-111A
NOVA III,1984-110A,Vandenberg AFB, United States,10/12/84,/nmc/spacecraftDisplay.do?id=1984-110A
Cosmos 1607,1984-112A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,10/31/84,/nmc/spacecraftDisplay.do?id=1984-112A
STS  51A,1984-113A,Cape Canaveral, United States,11/8/84,/nmc/spacecraftDisplay.do?id=1984-113A
Anik D2,1984-113B,Cape Canaveral, United States,11/9/84,/nmc/spacecraftDisplay.do?id=1984-113B
Leasat F2,1984-113C,Cape Canaveral, United States,11/10/84,/nmc/spacecraftDisplay.do?id=1984-113C
Marecs-B2,1984-114B,Kourou, French Guiana,11/10/84,/nmc/spacecraftDisplay.do?id=1984-114B
Spacenet 2,1984-114A,Kourou, French Guiana,11/10/84,/nmc/spacecraftDisplay.do?id=1984-114A
Cosmos 1608,1984-116A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/14/84,/nmc/spacecraftDisplay.do?id=1984-116A
Cosmos 1609,1984-117A,Plesetsk, U.S.S.R,11/14/84,/nmc/spacecraftDisplay.do?id=1984-117A
NATO 3-D,1984-115A,Cape Canaveral, United States,11/14/84,/nmc/spacecraftDisplay.do?id=1984-115A
Cosmos 1610,1984-118A,Plesetsk, U.S.S.R,11/15/84,/nmc/spacecraftDisplay.do?id=1984-118A
Cosmos 1611,1984-119A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,11/21/84,/nmc/spacecraftDisplay.do?id=1984-119A
Cosmos 1612,1984-120A,Plesetsk, U.S.S.R,11/27/84,/nmc/spacecraftDisplay.do?id=1984-120A
Cosmos 1613,1984-121A,Plesetsk, U.S.S.R,11/29/84,/nmc/spacecraftDisplay.do?id=1984-121A
KH 11-6,1984-122A,Vandenberg AFB, United States,12/4/84,/nmc/spacecraftDisplay.do?id=1984-122A
NOAA  9,1984-123A,Vandenberg AFB, United States,12/12/84,/nmc/spacecraftDisplay.do?id=1984-123A
Molniya 1-63,1984-124A,Plesetsk, U.S.S.R,12/14/84,/nmc/spacecraftDisplay.do?id=1984-124A
Vega 1,1984-125A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/15/84,/nmc/spacecraftDisplay.do?id=1984-125A
Vega 1 Balloon,1984-125F,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/15/84,/nmc/spacecraftDisplay.do?id=1984-125F
Vega 1 Descent Craft,1984-125E,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/15/84,/nmc/spacecraftDisplay.do?id=1984-125E
Cosmos 1614,1984-126A,Kapustin Yar, U.S.S.R,12/19/84,/nmc/spacecraftDisplay.do?id=1984-126A
Cosmos 1615,1984-127A,Plesetsk, U.S.S.R,12/20/84,/nmc/spacecraftDisplay.do?id=1984-127A
Vega 2,1984-128A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/21/84,/nmc/spacecraftDisplay.do?id=1984-128A
Vega 2 Balloon,1984-128F,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/21/84,/nmc/spacecraftDisplay.do?id=1984-128F
Vega 2 Descent Craft,1984-128E,Tyuratam (Baikonur Cosmodrome), U.S.S.R,12/21/84,/nmc/spacecraftDisplay.do?id=1984-128E
USA   7,1984-129A,Cape Canaveral, United States,12/22/84,/nmc/spacecraftDisplay.do?id=1984-129A
SEOS-A,SEOS-A,Cape Canaveral, United States,1/1/85,/nmc/spacecraftDisplay.do?id=SEOS-A
Sakigake,1985-001A,Uchinoura Space Center, Japan,1/8/85,/nmc/spacecraftDisplay.do?id=1985-001A
Cosmos 1616,1985-002A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/9/85,/nmc/spacecraftDisplay.do?id=1985-002A
Cosmos 1617,1985-003A,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003A
Cosmos 1618,1985-003B,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003B
Cosmos 1619,1985-003C,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003C
Cosmos 1620,1985-003D,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003D
Cosmos 1621,1985-003E,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003E
Cosmos 1622,1985-003F,Plesetsk, U.S.S.R,1/15/85,/nmc/spacecraftDisplay.do?id=1985-003F
Cosmos 1623,1985-005A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/16/85,/nmc/spacecraftDisplay.do?id=1985-005A
Molniya 3-23,1985-004A,Plesetsk, U.S.S.R,1/16/85,/nmc/spacecraftDisplay.do?id=1985-004A
Cosmos 1624,1985-006A,Plesetsk, U.S.S.R,1/17/85,/nmc/spacecraftDisplay.do?id=1985-006A
Gorizont 11,1985-007A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/18/85,/nmc/spacecraftDisplay.do?id=1985-007A
Cosmos 1625,1985-008A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,1/23/85,/nmc/spacecraftDisplay.do?id=1985-008A
Cosmos 1626,1985-009A,Plesetsk, U.S.S.R,1/24/85,/nmc/spacecraftDisplay.do?id=1985-009A
STS  51C,1985-010A,Cape Canaveral, United States,1/24/85,/nmc/spacecraftDisplay.do?id=1985-010A
USA   8,1985-010B,Cape Canaveral, United States,1/24/85,/nmc/spacecraftDisplay.do?id=1985-010B
Cosmos 1627,1985-011A,Plesetsk, U.S.S.R,2/1/85,/nmc/spacecraftDisplay.do?id=1985-011A
Cosmos 1628,1985-012A,Plesetsk, U.S.S.R,2/6/85,/nmc/spacecraftDisplay.do?id=1985-012A
Meteor 2-12,1985-013A,Plesetsk, U.S.S.R,2/6/85,/nmc/spacecraftDisplay.do?id=1985-013A
Arabsat 1,1985-015A,Kourou, French Guiana,2/8/85,/nmc/spacecraftDisplay.do?id=1985-015A
Brazilsat 1,1985-015B,Kourou, French Guiana,2/8/85,/nmc/spacecraftDisplay.do?id=1985-015B
USA   9,1985-014A,Vandenberg AFB, United States,2/8/85,/nmc/spacecraftDisplay.do?id=1985-014A
Cosmos 1629,1985-016A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/21/85,/nmc/spacecraftDisplay.do?id=1985-016A
Cosmos 1630,1985-017A,Tyuratam (Baikonur Cosmodrome), U.S.S.R,2/27/85,/nmc/spacecraftDisplay.do?id=1985-017A
Cosmos 1631,1985-018A,Plesetsk, U.S.S.R,2/27/85,/nmc/spacecraftDisplay.do?id=1985-018A
Cosmos 1632,1985-019A,Plesetsk, U.S.S.R,3/1/85,/nmc/spacecraftDisplay.do?id=1985-019A
Cosmos 1633,1985-020A,Plesetsk, U.S.S.R,3/5/85,/nmc/spacecraftDisplay.do?id=1985-020A
GEOSAT,1985-021A,Vandenberg AFB, United States,3/12/85,/nmc/spacecraftDisplay.do?id=1985-021A
Cosmos 1634,1985-022A,Plesetsk, U.S.S.R,3/14/85,/nmc/spacecraftDisplay.do?id=1985-022A
Cosmos 1635,1985-023A,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023A
Cosmos 1636,1985-023B,Plesetsk, U.S.S.R,3/21/85,/nmc/spacecraftDisplay.do?id=1985-023B
